03-supply-chain-trace	PASS	public-trace-valid-invalid-smoke	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/016-03-supply-chain-trace-public-trace-valid-invalid-smoke.txt
03-supply-chain-trace	PASS	playwright-supply-chain-and-demo-spine	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/017-03-supply-chain-trace-playwright-supply-chain-and-demo-spine.txt
04-submission-cert-lifecycle	PASS	submission-revisions-sla-and-cert-lifecycle	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/018-04-submission-cert-lifecycle-submission-revisions-sla-and-cert-lifecycle.txt
04-submission-cert-lifecycle	PASS	known-p0-gap-test-file-presence	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/019-04-submission-cert-lifecycle-known-p0-gap-test-file-presence.txt
04-submission-cert-lifecycle	PASS	playwright-cert-and-state-scoring	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/020-04-submission-cert-lifecycle-playwright-cert-and-state-scoring.txt	superseded by full Playwright PASS after Keycloak/data-export fixes
05-admin-user-crud	PASS	admin-user-member-auditor-crud	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/021-05-admin-user-crud-admin-user-member-auditor-crud.txt
05-admin-user-crud	PASS	playwright-admin-user-flows	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/022-05-admin-user-crud-playwright-admin-user-flows.txt
06-pdf-doc-versioning	PASS	pdf-renderer-document-versioning	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/023-06-pdf-doc-versioning-pdf-renderer-document-versioning.txt
06-pdf-doc-versioning	PASS	template-files-repair-guard	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/024-06-pdf-doc-versioning-template-files-repair-guard.txt
06-pdf-doc-versioning	PASS	pdf-visual-baselines	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/025-06-pdf-doc-versioning-pdf-visual-baselines.txt
06-pdf-doc-versioning	PASS	playwright-template-document-ui	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/026-06-pdf-doc-versioning-playwright-template-document-ui.txt
07-jobs-audit-data-security	PASS	jobs-audit-data-upload	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/027-07-jobs-audit-data-security-jobs-audit-data-upload.txt
07-jobs-audit-data-security	PASS	high-signal-log-scan	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/028-07-jobs-audit-data-security-high-signal-log-scan.txt
07-jobs-audit-data-security	PASS	rate-limit-doc-presence	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/029-07-jobs-audit-data-security-rate-limit-doc-presence.txt
08-frontend-browser-a11y	PASS	frontend-full-vitest	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/030-08-frontend-browser-a11y-frontend-full-vitest.txt
08-frontend-browser-a11y	PASS	frontend-lint	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/031-08-frontend-browser-a11y-frontend-lint.txt
08-frontend-browser-a11y	PASS	frontend-build	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/032-08-frontend-browser-a11y-frontend-build.txt	frontend image rebuilt successfully after proxy cache change; npm audit reports dependency vulnerabilities, track separately
08-frontend-browser-a11y	PASS	playwright-full-matrix	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/033-08-frontend-browser-a11y-playwright-full-matrix.txt	293 passed, 33 skipped, 0 failed on desktop-chromium
08-frontend-browser-a11y	PASS	playwright-skipped-tests-classification	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/033a-08-frontend-browser-a11y-playwright-skipped-tests-classification.txt	Superseded by targeted triage: 8 fixture/env skips fixed; remaining 25 skips classified
09-load-chaos-deploy	PASS	deploy-safety-gates	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/034-09-load-chaos-deploy-deploy-safety-gates.txt
09-load-chaos-deploy	FAIL	public-trace-load-profile	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/035-09-load-chaos-deploy-public-trace-load-profile.txt	local backend p95 698.8ms PASS; local frontend p95 686.5ms PASS; public dev-web p95 1831.8ms FAIL, cf-cache-status DYNAMIC
09-load-chaos-deploy	DEFERRED	chaos-drills	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/036-09-load-chaos-deploy-chaos-drills-deferred.txt	Destructive chaos requires explicit opt-in and backup/recovery checks
08-frontend-browser-a11y	PASS	playwright-skipped-tests-triage-after-fixes	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/033b-08-frontend-browser-a11y-playwright-skipped-tests-triage-after-fixes.txt	Full desktop Chromium after fixes: 301 passed, 25 skipped, 0 failed; fixture/env skips reduced 13 -> 5
10-dependency-audit	WARN	frontend-npm-audit-triage	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/037-10-dependency-audit-frontend-npm-triage.txt	npm audit: 1 critical, 11 high; Next direct critical/high is production security blocker until controlled upgrade
10-dependency-audit	WARN	backend-pip-audit-triage	docs/qa/2026-09-12-customer-ready-full-system/evidence/terminal/038-10-dependency-audit-backend-pip-triage.txt	pip-audit: ecdsa via python-jose; low/medium reachability but auth-sensitive WARN
02-tenant-idor-route-boundary	PASS	tenant-idor-confidence-8of10-final	docs/qa/2026-09-13-tenant-idor-confidence-8of10/report.md	Final tenant/IDOR confidence 8/10 PASS WITH RESIDUAL WARNINGS: live-token UAT 50 passed, P0 anonymous boundaries 32 passed, coverage gate 3 passed, 242 routes with 240 covered / 2 P1 deferred / 0 deferred P0, static scan 0 HIGH / 161 MEDIUM / 8 INFO
01-auth-session-rbac	PASS	smtp-live-qa-final	docs/qa/2026-09-13-smtp-live/report.md	QA internal SMTP relay live-send passed: Keycloak VERIFY_EMAIL execute-actions-email captured; not production SMTP readiness.
09-load-chaos-deploy	FAIL	edge-cdn-rerun-blocked	docs/qa/2026-09-13-edge-cdn-fix/report.md	Local backend/proxy pass, but public dev-web p95 957.8ms fails and Cloudflare remains DYNAMIC; cache rule script created but Cloudflare credentials/config unavailable.
