# Domain: 07-jobs-audit-data-security
# Step: high-signal-log-scan
# Started: 2026-09-12T10:38:18-04:00
# Command: docker compose logs --since=60m aminra-backend arq-worker keycloak 2>&1 | grep -Ei 'traceback|exception|error|failed|fatal|database not available|secret|token' || true

keycloak-1        | 2026-09-12 20:40:15,369 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:21:42,898 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="nonexistent-client", userId="null", ipAddress="42.114.212.145", error="client_not_found", grant_type="password"
keycloak-1        | 2026-09-12 21:22:37,986 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="57e3ef3e-1444-4c86-a852-425b0b6bc3ef", ipAddress="42.114.212.145", error="user_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="pw-tier1-biz-b-1789222870352@e2e.vn"
keycloak-1        | 2026-09-12 21:24:48,564 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:24:48,845 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:24:56,050 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="user_temporarily_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:25:06,768 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="user_not_found", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="never-ff92d594@aminra-qa.com"
keycloak-1        | 2026-09-12 21:25:14,095 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="user_not_found", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="x' OR '1'='1"
keycloak-1        | 2026-09-12 21:25:45,991 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="user_temporarily_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:32:31,350 WARN  [org.keycloak.events] (executor-thread-6) type="REFRESH_TOKEN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="invalid_token", reason="Invalid refresh token", grant_type="refresh_token", client_auth_method="client-secret"
keycloak-1        | 2026-09-12 21:32:37,681 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="0e8957ea-0ef6-40bf-a400-4524a774b3c6", ipAddress="42.114.212.145", error="user_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="pw-tier1-suspended-1789223516444@e2e.vn"
keycloak-1        | 2026-09-12 21:32:42,187 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="094d9084-c76d-4c86-b6be-93a766c96c3a", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="pw-tier1-biz-1789223516444@e2e.vn"
keycloak-1        | 2026-09-12 21:32:42,843 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="user_not_found", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="noone@nowhere.com"
keycloak-1        | 2026-09-12 21:32:45,156 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="6bc8b51d-5b91-4762-b99b-609228b06efe", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="pw-tier1-biz-1789223516444@e2e.vn"
keycloak-1        | 2026-09-12 21:32:48,246 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="null", userId="null", ipAddress="42.114.212.145", error="client_not_found", grant_type="password"
keycloak-1        | 2026-09-12 21:32:50,843 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="nonexistent-client", userId="null", ipAddress="42.114.212.145", error="client_not_found", grant_type="password"
keycloak-1        | 2026-09-12 21:34:20,652 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="0566688b-7a77-4803-8615-7b5f86039871", ipAddress="42.114.212.145", error="user_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="pw-tier1-biz-b-1789223516444@e2e.vn"
keycloak-1        | 2026-09-12 21:36:35,435 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:36:35,670 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="invalid_user_credentials", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:36:41,298 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="user_temporarily_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"
keycloak-1        | 2026-09-12 21:36:51,824 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="user_not_found", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="never-41f5ba3a@aminra-qa.com"
keycloak-1        | 2026-09-12 21:37:00,886 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="null", ipAddress="42.114.212.145", error="user_not_found", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="x' OR '1'='1"
keycloak-1        | 2026-09-12 21:37:32,296 WARN  [org.keycloak.events] (executor-thread-6) type="LOGIN_ERROR", realmId="9c74ed52-4567-457d-aaf8-96bb1cdeafcf", realmName="aminra", clientId="aminra-frontend", userId="38acfe95-d9d7-454f-8bcc-577e872cc812", ipAddress="42.114.212.145", error="user_temporarily_disabled", auth_method="openid-connect", grant_type="password", client_auth_method="client-secret", username="cb-demo@demo.aminra.vn"

# Finished: 2026-09-12T10:38:19-04:00
# Exit code: 0
